Description,country,commodity,fac_name,latitude,longitude,capacity,symbol,Company_Type,open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,exchange,date
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,55.29,55.99,55.05,55.54,681649.0,55.99,55.05,55.54,55.29,681649.0,1.0,XNYS,2020-11-16
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,54.13,54.45,53.87,54.39,994499.0,54.45,53.87,54.39,54.13,994499.0,1.0,XNYS,2020-11-13
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,54.41,55.32,53.29,53.58,1006163.0,55.32,53.29,53.58,54.41,1006163.0,1.0,XNYS,2020-11-12
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,54.2,54.42,53.73,54.14,695730.0,54.42,53.73,54.14,54.2,695730.0,1.0,XNYS,2020-11-11
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,54.43,54.86,53.51,54.16,894905.0,54.86,53.51,54.16,54.43,894905.0,1.0,XNYS,2020-11-10
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,56.13,56.98,54.64,54.66,1331250.0,56.98,54.64,54.66,56.13,1331250.0,1.0,XNYS,2020-11-09
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,54.89,55.34,54.51,55.13,584644.0,55.34,54.51,55.13,54.89,584644.0,1.0,XNYS,2020-11-06
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,68.5,69.55,68.1,69.41,1121497.0,69.55,68.1,69.41,68.5,1121497.0,1.0,XNYS,2021-04-01
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,69.05,69.17,67.82,67.87,909869.0,69.17,67.82,67.87,69.05,929368.0,1.0,XNYS,2021-03-31
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,67.82,68.67,67.42,68.09,1102840.0,,,68.09,,,1.0,XNYS,2021-03-30
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,68.99,69.075,67.47,68.08,1233545.0,,,68.08,,,1.0,XNYS,2021-03-29
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,67.64,69.61,66.95,69.42,1469013.0,69.61,66.95,69.42,67.64,1469013.0,1.0,XNYS,2021-03-26
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,65.23,66.31,63.95,65.82,2298213.0,66.31,63.95,65.82,65.23,2317505.0,1.0,XNYS,2021-03-25
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,69.11,69.92,67.07,67.48,1635845.0,69.92,67.07,67.48,69.11,1658294.0,1.0,XNYS,2021-03-24
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,70.97,71.7,67.891,68.17,1522121.0,71.7,67.891,68.17,70.97,1844400.0,1.0,XNYS,2021-03-23
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,72.46,72.69,71.22,72.08,988039.0,72.69,71.21,72.08,72.46,988039.0,1.0,XNYS,2021-03-22
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,72.75,73.11,71.1,72.14,1507400.0,73.11,71.1,72.14,72.75,1509316.0,1.0,XNYS,2021-03-19
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,74.2,75.0795,72.87,72.94,865771.0,75.0795,72.87,72.94,74.2,883349.0,1.0,XNYS,2021-03-18
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,73.11,74.81,72.5614,74.28,758750.0,74.81,72.5614,74.28,73.11,758750.0,1.0,XNYS,2021-03-17
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,75.98,75.98,73.62,73.8,1095985.0,75.98,73.62,73.8,75.98,1110408.0,1.0,XNYS,2021-03-16
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,77.77,78.2,74.92,75.77,1154780.0,78.2,74.92,75.77,77.77,1174174.0,1.0,XNYS,2021-03-15
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,77.01,78.3585,76.635,77.99,581100.0,78.3585,76.635,77.99,77.01,581305.0,1.0,XNYS,2021-03-12
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,77.14,79.62,76.43,78.21,1692300.0,79.62,76.43,78.21,77.14,1693282.0,1.0,XNYS,2021-03-11
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,73.09,76.01,72.75,75.14,1277700.0,76.01,72.75,75.14,73.09,1278509.0,1.0,XNYS,2021-03-10
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,71.94,73.5,70.67,72.97,1357400.0,73.5,70.67,72.97,71.94,1357402.0,1.0,XNYS,2021-03-09
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,73.56,74.34,72.5,72.53,770700.0,74.34,72.5,72.53,73.56,770717.0,1.0,XNYS,2021-03-08
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,72.98,74.07,70.12,73.74,1050900.0,74.07,70.12,73.74,72.98,1050926.0,1.0,XNYS,2021-03-05
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,75.56,75.71,70.08,71.4,1881244.0,75.71,70.08,71.4,75.56,1899968.0,1.0,XNYS,2021-03-04
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,75.78,78.13,75.49,76.99,1128236.0,78.13,75.49,76.99,75.78,1271931.0,1.0,XNYS,2021-03-03
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,75.53,76.855,74.59,76.14,1345958.0,76.855,74.59,76.14,75.53,1445281.0,1.0,XNYS,2021-03-02
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,74.41,75.24,72.61,74.89,1334124.0,75.27,72.6,74.89,72.82,1334124.0,1.0,XNYS,2021-03-01
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,74.41,74.75,70.98,71.33,2571000.0,74.75,70.98,71.33,74.41,2501938.0,1.0,XNYS,2021-02-26
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,77.87,78.4,75.03,75.08,1254597.0,78.4,75.03,75.08,77.87,1259409.0,1.0,XNYS,2021-02-25
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,79.16,79.4,77.66,78.48,1408287.0,79.2,77.66,78.48,79.16,1408287.0,1.0,XNYS,2021-02-24
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,79.43,79.94,76.04,79.27,1699320.0,79.94,76.04,79.27,79.43,1724884.0,1.0,XNYS,2021-02-23
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,81.99,83.14,80.76,81.53,1822876.0,83.15,80.76,81.53,81.99,1985751.0,1.0,XNYS,2021-02-22
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,76.05,79.49,75.725,79.42,1925721.0,79.49,75.725,79.42,76.05,1925721.0,1.0,XNYS,2021-02-19
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,75.22,76.14,73.815,74.51,1204004.0,76.14,73.815,74.51,75.22,1204004.0,1.0,XNYS,2021-02-18
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,73.32,74.737,72.9131,74.33,1188366.0,74.737,72.9131,74.33,73.32,1188366.0,1.0,XNYS,2021-02-17
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,75.0,75.07,72.64,73.02,1040829.0,75.07,72.64,73.02,75.0,1040829.0,1.0,XNYS,2021-02-16
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,70.42,72.5,70.32,72.46,689490.0,72.5,70.32,72.46,70.42,689490.0,1.0,XNYS,2021-02-12
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,71.19,72.15,69.77,70.65,552751.0,72.15,69.77,70.65,71.19,552751.0,1.0,XNYS,2021-02-11
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,72.47,72.92,70.66,71.5,789731.0,72.92,70.66,71.5,72.47,789731.0,1.0,XNYS,2021-02-10
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,70.4,71.19,69.375,71.06,679337.0,71.19,69.375,71.06,70.4,679337.0,1.0,XNYS,2021-02-09
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,72.25,73.19,71.0301,71.23,992657.0,72.577189506,70.435374072,70.6336003349,71.6450600056,992657.0,1.0,XNYS,2021-02-08
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,69.95,72.27,69.69,71.46,1379658.0,72.27,69.69,71.46,69.95,1379658.0,1.0,XNYS,2021-02-05
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,67.94,69.6,67.57,69.52,663144.0,69.6,67.57,69.52,67.94,663144.0,1.0,XNYS,2021-02-04
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,68.81,68.9,67.84,67.89,1142250.0,68.9,67.84,67.89,68.81,1142250.0,1.0,XNYS,2021-02-03
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,68.87,68.99,67.12,68.13,953390.0,68.99,67.12,68.13,68.87,953390.0,1.0,XNYS,2021-02-02
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,67.75,68.95,66.86,68.87,903814.0,68.95,66.86,68.87,67.75,903814.0,1.0,XNYS,2021-02-01
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,69.79,69.85,66.32,66.41,1201982.0,69.85,66.32,66.41,69.79,1201982.0,1.0,XNYS,2021-01-29
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,68.4,69.815,67.845,69.15,1060709.0,69.815,67.845,69.15,68.4,1060709.0,1.0,XNYS,2021-01-28
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,68.02,68.4,66.3169,67.4,1061362.0,68.4,66.3169,67.4,68.02,1061362.0,1.0,XNYS,2021-01-27
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,70.68,71.23,69.4,69.75,904879.0,71.23,69.4,69.75,70.68,904879.0,1.0,XNYS,2021-01-26
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,71.55,71.74,68.9,69.79,901650.0,71.74,68.9,69.79,71.55,901650.0,1.0,XNYS,2021-01-25
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,69.12,71.29,68.43,71.02,660204.0,71.29,68.43,71.02,69.12,660204.0,1.0,XNYS,2021-01-22
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,70.2,70.78,69.65,70.41,490951.0,70.78,69.65,70.41,70.2,490951.0,1.0,XNYS,2021-01-21
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,72.0,72.0,70.07,70.27,743666.0,72.0,70.07,70.27,72.0,743666.0,1.0,XNYS,2021-01-20
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,70.24,71.64,70.04,70.9,1033409.0,71.64,70.04,70.9,70.24,1033409.0,1.0,XNYS,2021-01-19
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,69.66,70.57,68.78,69.11,643031.0,70.57,68.78,69.11,69.66,643031.0,1.0,XNYS,2021-01-15
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,70.24,71.69,68.8,71.0,758225.0,71.69,68.8,71.0,70.24,758225.0,1.0,XNYS,2021-01-14
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,71.79,71.79,70.08,70.24,541657.0,71.79,70.08,70.24,71.79,541657.0,1.0,XNYS,2021-01-13
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,71.0,71.98,70.05,71.81,912082.0,71.98,70.05,71.81,71.0,912082.0,1.0,XNYS,2021-01-12
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,69.18,71.33,68.58,70.66,904176.0,71.33,68.58,70.66,69.18,904176.0,1.0,XNYS,2021-01-11
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,71.09,71.46,69.95,71.44,888346.0,71.46,69.95,71.44,71.09,888346.0,1.0,XNYS,2021-01-08
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,70.0,71.35,69.755,71.18,1232629.0,71.35,69.755,71.18,70.0,1232629.0,1.0,XNYS,2021-01-07
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,68.57,69.7,68.12,68.95,1074708.0,69.7,68.12,68.95,68.57,1074708.0,1.0,XNYS,2021-01-06
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,66.95,68.22,66.85,68.16,1049831.0,68.22,66.85,68.16,66.95,1049831.0,1.0,XNYS,2021-01-05
